customer_id,new_address,postcode,state,property_valuation,transaction_id,product_id
1129,682 Spenser Plaza,3977,VIC,6,1054,77
2498,1149 Riverside Parkway,2016,NSW,11,1055,40
504,1176 Pine View Lane,2112,NSW,11,1056,81
1579,22 Sachtjen Avenue,2137,NSW,12,1057,68
976,6 Pankratz Crossing,2228,NSW,11,1058,96
564,6988 Acker Crossing,2217,NSW,10,1059,81
235,9993 Mccormick Street,2223,NSW,8,1060,34
1342,7 Holmberg Circle,2018,NSW,9,1061,63
3020,7 Village Green Circle,3109,VIC,10,1062,99
533,4044 Tennessee Parkway,2315,NSW,9,1063,58
2977,4297 Emmet Lane,2170,NSW,8,1064,38
1173,6 Sycamore Drive,4053,QLD,7,1065,0
727,6 Barby Road,4300,QLD,4,1066,59
1071,37495 Summerview Park,2619,NSW,7,1067,19
2215,3 Center Crossing,2452,NSW,3,1068,96
2302,19386 Burrows Way,2229,NSW,10,1069,35
1832,4 Quincy Trail,2800,NSW,3,1070,10
1882,69881 Westport Parkway,2880,NSW,1,1071,12
1505,44 Ramsey Road,2515,NSW,9,1072,36
794,12764 Raven Plaza,4020,QLD,7,1073,80
931,356 Petterle Way,2193,NSW,9,1074,33
2174,2827 Fallview Lane,2064,NSW,9,1075,11
2650,7 Del Sol Road,4220,QLD,9,1076,91
2359,5415 Basil Junction,2450,NSW,8,1077,74
2848,9 Warbler Court,4152,QLD,9,1078,80
1470,847 David Hill,4035,QLD,8,1079,0
2134,24596 Hoepker Avenue,2322,NSW,4,1080,84
2911,75 Mesta Hill,4509,QLD,7,1081,41
718,7258 Mandrake Terrace,3138,VIC,9,1082,72
3252,84741 Scoville Terrace,3029,VIC,5,1083,4
2815,4328 Rowland Plaza,3441,VIC,9,1084,96
1681,332 Maywood Crossing,3136,VIC,9,1085,43
2711,6026 Graceland Crossing,2121,NSW,11,1086,9
806, Fremont Court,3023,VIC,7,1087,7
2678,5515 Artisan Center,3337,VIC,3,1088,68
1639, Nevada Pass,2216,NSW,10,1089,3
2513,6 Heffernan Junction,4074,QLD,7,1090,44
2369,4 Onsgard Center,2101,NSW,9,1091,14
3395,37 Division Way,2153,NSW,9,1092,92
1033,9623 Fisk Plaza,2164,NSW,8,1093,71
3247,9419 Homewood Way,2160,NSW,9,1094,31
2629,26349 Spaight Junction,2756,NSW,8,1095,27
3463,1063 Forest Avenue,4510,QLD,3,1096,34
3034,548 Dahle Lane,2075,NSW,11,1097,27
3267,4 Barby Road,2647,NSW,3,1098,50
355,258 Luster Court,2154,NSW,10,1099,85
3115,22669 Lien Center,2565,NSW,6,1100,19
1382,9 Autumn Leaf Court,2731,NSW,4,1101,17
3257,9 Superior Plaza,3185,VIC,11,1102,83
354,86603 Dexter Road,2164,NSW,9,1103,1
3314,8 Ridgeview Park,2323,NSW,5,1104,82
469,4754 Ramsey Junction,3130,VIC,9,1105,0
645,9 Dayton Alley,3757,VIC,7,1106,53
34,8 Carey Center,3284,VIC,6,1107,15
3149,915 Thackeray Junction,2204,NSW,11,1108,58
565,515 3rd Road,2037,NSW,12,1109,21
1573,184 Roth Pass,4211,QLD,7,1110,80
1421,84 Porter Alley,2153,NSW,10,1111,45
1726,79494 Ruskin Circle,2527,NSW,9,1112,74
990,98 Schiller Junction,2747,NSW,9,1113,85
2796,20519 Katie Circle,2152,NSW,8,1114,60
2759,2273 Oneill Place,2118,NSW,11,1115,23
1508,3 6th Alley,2168,NSW,9,1116,89
1634,8548 Hanover Park,2067,NSW,11,1117,14
2901,4079 Lindbergh Center,3021,VIC,8,1118,7
1275,338 Grasskamp Lane,2573,NSW,7,1119,5
983,355 3rd Drive,2118,NSW,11,1120,37
1729,182 Esker Center,2759,NSW,9,1121,27
1147,48 Sheridan Road,3185,VIC,11,1122,0
166,1879 Mitchell Center,2206,NSW,10,1123,25
1930,81114 7th Place,4869,QLD,4,1124,36
1273,1 Nevada Park,4226,QLD,8,1125,41
2597,6 Buell Point,2062,NSW,12,1126,0
3365,4284 Debra Drive,4814,QLD,3,1127,26
586,8 Hansons Street,3076,VIC,7,1128,44
1611,7674 Roxbury Junction,4815,QLD,4,1129,0
230,771 Sugar Way,2076,NSW,11,1130,0
2163,1792 Judy Road,2539,NSW,6,1131,0
3384,92 Melvin Hill,2147,NSW,9,1132,15
1658,592 Merry Lane,3184,VIC,3,1133,77
3135,6 Dapin Park,4503,QLD,6,1134,59
3268,3 Holmberg Park,4127,QLD,2,1135,10
1456,8587 Graceland Way,2206,NSW,10,1136,66
2786,91 Messerschmidt Trail,3162,VIC,11,1137,12
1932,5998 Bayside Terrace,2526,NSW,9,1138,88
1269,107 Moland Court,2579,NSW,5,1139,61
369,4439 7th Terrace,2177,NSW,9,1140,48
2735,2272 Dennis Alley,3165,VIC,10,1141,45
685, Scofield Plaza,3201,VIC,4,1142,100
2912,51152 Brickson Park Crossing,2768,NSW,9,1143,0
1288,4668 Coleman Street,2160,NSW,5,1144,4
3146,8 Moland Junction,2148,NSW,7,1145,25
2508,1 Raven Junction,4502,QLD,4,1146,37
2092,40570 Acker Alley,2166,NSW,9,1147,34
1671,893 Petterle Trail,4551,QLD,10,1148,1
3211,84 Monument Terrace,4127,QLD,4,1149,27
3084,103 Bay Junction,2222,NSW,11,1150,69
3454,9618 Havey Place,2710,NSW,1,1151,76
2772,98 Veith Hill,4510,QLD,3,1152,40
1114,3058 Shoshone Lane,2090,NSW,12,1153,79
970,7975 Browning Plaza,3038,VIC,4,1154,40
127,154 Cambridge Point,3551,VIC,8,1155,16
631,3 Sachs Point,2250,NSW,7,1156,97
2434,386 Mayfield Way,4122,QLD,7,1157,64
3001,24 Merchant Plaza,3031,VIC,10,1158,24
1237,353 Oneill Park,3145,VIC,9,1159,0
1722,92867 Lukken Lane,3142,VIC,9,1160,73
2883,11 Corscot Plaza,2710,NSW,1,1161,42
2385,13 Buhler Plaza,2576,NSW,8,1162,57
2667,72673 Mayfield Trail,4209,QLD,6,1163,85
1676,42739 Moose Pass,3442,VIC,8,1164,54
3045,3 Atwood Lane,2153,NSW,10,1165,88
3410,378 Prentice Point,4064,QLD,9,1166,9
2356,95 Forest Run Drive,4152,QLD,8,1167,71
1493,20 Main Road,2230,NSW,9,1168,38
1446,71 Cherokee Hill,2127,NSW,7,1169,16
1406,698 Summer Ridge Way,2529,NSW,7,1170,91
3360,79 Grasskamp Center,2170,NSW,9,1171,86
2099,6541 Dahle Junction,2212,NSW,9,1172,0
2646,858 Swallow Parkway,2150,NSW,8,1173,8
165,005 Independence Drive,2118,NSW,9,1174,92
641,525 Kedzie Street,4012,QLD,8,1175,83
1179,3890 Logan Court,2747,NSW,8,1176,92
1127,8 Clyde Gallagher Court,4217,QLD,8,1177,15
2591,62 Elka Terrace,2430,NSW,3,1178,72
1860,85931 Johnson Alley,3039,VIC,6,1179,54
145,63588 Clove Court,2017,NSW,9,1180,2
1013,86 Stang Way,2213,NSW,10,1181,49
2576,84 Westridge Hill,2061,NSW,10,1182,38
3339,53740 Vera Parkway,3644,VIC,1,1183,43
629,2 Ramsey Parkway,2104,NSW,11,1184,35
1517,651 Mesta Drive,3173,VIC,9,1185,78
198,1 Merrick Parkway,2830,NSW,2,1186,96
1951,135 Crest Line Drive,2044,NSW,10,1187,68
2327,63576 Anzinger Trail,2168,NSW,9,1188,44
1411,5 Charing Cross Plaza,2320,NSW,5,1189,5
1405,261 Farmco Drive,4118,QLD,4,1190,0
3354, Northport Hill,3043,VIC,8,1191,4
3157,894 Maple Wood Drive,2251,NSW,10,1192,55
79,5 Daystar Lane,2560,NSW,8,1193,71
1944,81167 Division Hill,2873,NSW,1,1194,28
2874,761 Bellgrove Lane,2541,NSW,7,1195,40
3439,614 Shopko Trail,4350,QLD,3,1196,78
2234,1911 Waxwing Point,2761,NSW,9,1197,0
690, Kedzie Junction,2155,NSW,10,1198,84
2583,108 Forster Parkway,4017,QLD,6,1199,10
86,466 Briar Crest Junction,2222,NSW,10,1200,0
3241,6072 Ridge Oak Junction,2222,NSW,10,1201,84
72,31445 Morningstar Drive,3429,VIC,5,1202,70
1762,22619 Schurz Street,2321,NSW,4,1203,1
3397,61 Kim Avenue,2079,NSW,10,1204,94
2386,12103 Merchant Circle,3072,VIC,9,1205,44
177,3 Porter Center,2230,NSW,9,1206,49
732,7 Luster Trail,2007,NSW,8,1207,47
3052,7 Dahle Avenue,2620,NSW,9,1208,34
1731,7 Magdeline Trail,3034,VIC,10,1209,95
3048,275 Lindbergh Parkway,2086,NSW,11,1210,9
2719,592 Tennessee Alley,2231,NSW,10,1211,77
3250, American Ash Parkway,3175,VIC,7,1212,23
343,387 Pawling Drive,2580,NSW,4,1213,90
215, Evergreen Road,3037,VIC,7,1214,0
2372,51529 Cascade Place,3550,VIC,4,1215,6
3465,457 Ryan Road,3218,VIC,7,1216,61
1234,94219 Buell Circle,2020,NSW,9,1217,16
1669,267 Lukken Park,3930,VIC,9,1218,15
1897,54 Harbort Road,2480,NSW,7,1219,87
2016,81 American Place,2259,NSW,6,1220,96
2606,2388 Thackeray Place,3130,VIC,10,1221,56
1519,85957 Basil Way,3029,VIC,7,1222,93
1194,1 Cottonwood Junction,2285,NSW,7,1223,58
1482,37 Sutherland Terrace,2830,NSW,4,1224,30
3294,7929 Grasskamp Trail,2119,NSW,11,1225,79
1165,4 Hoard Pass,2153,NSW,9,1226,6
2152,2 Dunning Alley,2120,NSW,10,1227,71
2142,61949 7th Road,4573,QLD,8,1228,53
690,26 Lotheville Court,2085,NSW,11,1229,75
2191,3765 Mandrake Alley,2763,NSW,9,1230,96
1398,67348 Lakewood Gardens Road,2852,NSW,2,1231,10
385,14 Birchwood Parkway,3030,VIC,7,1232,95
2465,17357 Katie Center,3677,VIC,4,1233,6
2046,5772 Kennedy Junction,3030,VIC,5,1234,3
2478,560 Melody Alley,4122,QLD,7,1235,18
365,92 Waubesa Center,2760,NSW,8,1236,12
259,359 Kropf Point,2750,NSW,9,1237,35
1640,75 Scott Place,3806,VIC,7,1238,0
2383,2 Eliot Lane,2155,NSW,11,1239,73
346,3466 Truax Terrace,2127,NSW,8,1240,6
2538,9 7th Terrace,2155,NSW,10,1241,40
457,65209 Merrick Avenue,4873,QLD,2,1242,54
2407,90351 Duke Junction,4820,QLD,1,1243,69
3498,47 Glacier Hill Junction,4873,QLD,2,1244,50
1120,7978 Carberry Way,4817,QLD,2,1245,28
1047,795 Arapahoe Hill,4818,QLD,7,1246,53
1812,6 Lerdahl Plaza,4519,QLD,6,1247,81
503,60320 Emmet Road,4806,QLD,4,1248,74
713,11 Golf Pass,4805,QLD,2,1249,1
142,563 Northport Drive,4701,QLD,1,1250,90
803,8 Eggendart Court,2478,NSW,9,1251,80
695,91336 Spenser Street,4560,QLD,6,1252,13
2220,33 Rockefeller Avenue,4740,QLD,2,1253,58
1830,71 Sundown Circle,4720,QLD,1,1254,10
529,33 Bayside Way,4702,QLD,1,1255,80
1428,23 Hollow Ridge Avenue,4702,QLD,2,1256,52
2498,16623 Mariners Cove Plaza,4127,QLD,2,1257,56
2222,884 Shoshone Lane,4670,QLD,3,1258,21
386,12 Prentice Point,4670,QLD,1,1259,16
2288,7008 Warner Park,4670,QLD,2,1260,96
210,51673 Heffernan Park,4655,QLD,3,1261,17
2679,32 Meadow Ridge Alley,4610,QLD,1,1262,0
1029,37 Clarendon Lane,4655,QLD,3,1263,37
3095,7 Onsgard Court,4551,QLD,9,1264,99
375,543 Victoria Park,4702,QLD,6,1265,49
1572,640 Toban Hill,4702,QLD,6,1266,38
911,93 Corben Crossing,4506,QLD,4,1267,18
2548,26 Portage Junction,4503,QLD,5,1268,60
2103,7928 Mendota Circle,4503,QLD,2,1269,80
3233,1075 Raven Place,4512,QLD,7,1270,1
2472, Summerview Pass,4511,QLD,2,1271,52
1759,7310 Shopko Trail,4500,QLD,8,1272,0
1315,6659 Kenwood Plaza,4380,QLD,1,1273,90
539,41 Knutson Alley,4370,QLD,4,1274,93
27,67396 Roxbury Court,4817,QLD,3,1275,97
1978,55 Hauk Court,4350,QLD,7,1276,14
3455,131 Tony Road,4213,QLD,8,1277,2
2048,791 Elgar Trail,4340,QLD,5,1278,81
469,617 Welch Street,4122,QLD,7,1279,18
3102,1 Namekagon Plaza,4306,QLD,8,1280,3
2500,3 Blaine Road,4306,QLD,6,1281,0
3491,77 Pankratz Plaza,4306,QLD,8,1282,97
397,4081 Veith Lane,4306,QLD,4,1283,0
2317,55 Elgar Park,4306,QLD,7,1284,38
2290,9821 Fair Oaks Trail,4306,QLD,1,1285,57
2856,19679 Buell Pass,4305,QLD,5,1286,11
1918,8 Kinsman Alley,4304,QLD,2,1287,35
1419,9989 Toban Way,4301,QLD,3,1288,50
1368,378 Butterfield Pass,4300,QLD,6,1289,95
367,7 Schurz Parkway,4212,QLD,7,1290,38
463,7780 Autumn Leaf Drive,4209,QLD,7,1291,46
3187,87 Reinke Drive,4211,QLD,6,1292,14
1931,3 Gina Center,4210,QLD,7,1293,67
2311,29 Scott Center,4205,QLD,5,1294,12
158,36072 Lakewood Gardens Court,4051,QLD,8,1295,93
3375,408 Grover Place,4165,QLD,9,1296,0
3255,392 Ridge Oak Road,4165,QLD,7,1297,43
743,9 Sugar Junction,4053,QLD,7,1298,93
668,917 Golf View Parkway,4217,QLD,1,1299,70
604,16039 Warrior Parkway,4130,QLD,7,1300,75
1893,3 School Place,4124,QLD,4,1301,85
2008,9120 Corry Avenue,4208,QLD,7,1302,25
3326,2 Shoshone Way,4123,QLD,6,1303,54
2294,32 Vidon Point,4118,QLD,7,1304,67
2161,515 Bunting Point,4115,QLD,8,1305,9
1356,67727 Westerfield Hill,4164,QLD,9,1306,46
1843, Moland Parkway,4127,QLD,7,1307,62
1908,764 Dahle Alley,4115,QLD,8,1308,0
2435,72 Shasta Plaza,4152,QLD,4,1309,76
495,210 Esch Park,2452,NSW,8,1310,59
1625,55326 Fulton Hill,3931,VIC,10,1311,3
2774,482 Bartelt Junction,4280,QLD,7,1312,75
1473,58563 Monterey Hill,4300,QLD,2,1313,64
3469,889 Straubel Way,4055,QLD,6,1314,5
1170,9 Dawn Court,4128,QLD,2,1315,43
2540,1988 Bartillon Terrace,4500,QLD,3,1316,64
2142,57384 Sycamore Park,4370,QLD,6,1317,16
3478,276 Hoffman Road,4017,QLD,8,1318,12
414,98791 Johnson Way,4053,QLD,7,1319,97
372,7 John Wall Parkway,4020,QLD,5,1320,95
364,693 Eagan Court,4019,QLD,4,1321,21
3214,38 Main Park,3188,VIC,8,1322,3
2380,2 Shasta Street,3977,VIC,8,1323,7
643,27 Farmco Pass,3806,VIC,8,1324,91
1298,9985 Barnett Circle,3940,VIC,7,1325,52
756,60855 Fieldstone Avenue,3939,VIC,6,1326,91
773,2 Dixon Crossing,3910,VIC,7,1327,99
1641,7 Canary Trail,3977,VIC,10,1328,52
54,9653 Golf View Way,3840,VIC,2,1329,73
2261,433 Mockingbird Center,3840,VIC,2,1330,90
2881,4 Sycamore Pass,3977,VIC,5,1331,31
2678,833 Sherman Court,3810,VIC,6,1332,94
1841, Fulton Drive,3806,VIC,8,1333,83
1304,2885 Buhler Court,3804,VIC,9,1334,0
1969,8766 Onsgard Plaza,3805,VIC,8,1335,18
1016,5061 Cottonwood Trail,3765,VIC,7,1336,43
635,5 Dahle Drive,3757,VIC,7,1337,53
677,5063 Shopko Pass,2582,NSW,8,1338,98
482,9 Hagan Pass,3196,VIC,8,1339,89
442,87897 Lighthouse Bay Pass,3747,VIC,4,1340,90
1533,294 Lawn Junction,3677,VIC,1,1341,39
226,5 Springview Terrace,3620,VIC,4,1342,88
3353,9 Logan Drive,3620,VIC,2,1343,62
3216,6002 Del Sol Trail,3630,VIC,2,1344,81
3254,77 Acker Alley,3151,VIC,10,1345,76
82,38 Hansons Place,3023,VIC,7,1346,7
3373,30 Crescent Oaks Point,3564,VIC,2,1347,71
918,784 Utah Plaza,3199,VIC,7,1348,40
406,5298 Nevada Circle,3500,VIC,1,1349,38
2223, Ramsey Place,3444,VIC,4,1350,86
1196,7006 Miller Avenue,3444,VIC,4,1351,1
999,1 Bayside Pass,3076,VIC,8,1352,66
1576,43811 Golf View Road,3380,VIC,1,1353,43
1872,19 Green Ridge Avenue,3340,VIC,3,1354,46
1864,91079 Lukken Way,3338,VIC,5,1355,92
3251,1450 Gulseth Park,3337,VIC,5,1356,4
853,1 Boyd Terrace,3280,VIC,4,1357,35
636,9 Almo Alley,3224,VIC,5,1358,6
935,16 Tony Street,3222,VIC,5,1359,35
3289,2505 Mariners Cove Street,3222,VIC,6,1360,3
613,970 Sundown Place,3222,VIC,5,1361,88
1395,261 Roxbury Crossing,4164,QLD,9,1362,32
2347,5413 Harbort Terrace,3226,VIC,7,1363,38
1771,3444 Scott Lane,3204,VIC,10,1364,36
1698,3 Schlimgen Alley,3201,VIC,6,1365,73
1793,162 Darwin Alley,3201,VIC,6,1366,65
1403,66 Division Pass,3840,VIC,1,1367,13
520,6 Forster Crossing,3198,VIC,8,1368,5
2618,939 Hermina Drive,3198,VIC,8,1369,60
347,393 Warrior Crossing,3190,VIC,10,1370,52
3352,3962 Rigney Center,3156,VIC,8,1371,100
3254,64201 Bonner Point,3169,VIC,5,1372,17
566, Grasskamp Pass,3170,VIC,10,1373,72
616,3831 Paget Road,3163,VIC,6,1374,33
2812,46523 Mcbride Circle,3161,VIC,9,1375,63
2924,29 Mallory Circle,3791,VIC,9,1376,23
1499,6229 Amoth Place,3156,VIC,8,1377,9
137,952 Fairview Hill,3155,VIC,8,1378,58
3128,6 La Follette Lane,3977,VIC,6,1379,13
957,6837 West Pass,4119,QLD,7,1380,76
114,28 Menomonie Street,3140,VIC,10,1381,61
1393,94 Sheridan Parkway,3136,VIC,9,1382,96
2755,50 Claremont Junction,3818,VIC,6,1383,2
1389,70676 Eggendart Trail,3028,VIC,8,1384,57
1130,5586 Buena Vista Avenue,3106,VIC,10,1385,73
564,2701 Talmadge Junction,3082,VIC,7,1386,76
1814,220 Mitchell Place,3099,VIC,9,1387,80
2992,2570 Tony Way,3752,VIC,6,1388,57
486,12 Alpine Lane,3754,VIC,8,1389,94
3474,6 Northfield Point,3140,VIC,9,1390,49
3084,7709 Bluestem Place,3068,VIC,5,1391,28
1541,8108 Clyde Gallagher Crossing,3756,VIC,4,1392,70
2939,79206 Independence Drive,3061,VIC,5,1393,65
145,60447 Ridgeway Plaza,3048,VIC,6,1394,14
681,4 Milwaukee Park,3046,VIC,9,1395,42
3252,73506 Cordelia Lane,4217,QLD,4,1396,31
2603, Rowland Road,3036,VIC,9,1397,86
2985,42829 Charing Cross Road,3107,VIC,8,1398,15
3109,7530 Sutteridge Hill,3030,VIC,7,1399,40
3244,88545 Milwaukee Center,3022,VIC,8,1400,19
2965,70 Shelley Terrace,3020,VIC,4,1401,99
3220,12439 Kropf Way,3049,VIC,6,1402,91
2891,931 Rigney Terrace,3015,VIC,10,1403,0
17,6 Anderson Court,2880,NSW,1,1404,62
16,11207 Lukken Center,3500,VIC,2,1405,3
2459,4370 Haas Trail,2870,NSW,5,1406,50
1404,45 Tony Trail,2259,NSW,7,1407,7
1001,46 Dovetail Avenue,2830,NSW,4,1408,85
2205,967 Farmco Road,2880,NSW,1,1409,48
2969,623 Talisman Way,2763,NSW,8,1410,93
1183,837 Evergreen Junction,2774,NSW,8,1411,79
3240,21 West Avenue,2155,NSW,10,1412,57
2446,83758 Kings Hill,2770,NSW,7,1413,79
993,8 Veith Alley,2750,NSW,5,1414,32
1528,9 Pond Avenue,2767,NSW,9,1415,46
2088,255 Doe Crossing Terrace,2767,NSW,8,1416,57
1311,2 Alpine Circle,2765,NSW,10,1417,8
36, Talisman Trail,2769,NSW,10,1418,22
421,5700 Banding Lane,2762,NSW,9,1419,83
988,94079 Eggendart Point,2745,NSW,9,1420,0
2651,87038 Sauthoff Road,2761,NSW,7,1421,9
2469,4817 Fulton Junction,2761,NSW,8,1422,3
2982,22 Transport Alley,2761,NSW,9,1423,78
770,1231 Grim Road,2760,NSW,8,1424,7
1813,3 Rigney Center,2794,NSW,2,1425,79
1252,7847 Buell Trail,2759,NSW,8,1426,92
1642,42946 Fieldstone Pass,2750,NSW,9,1427,82
1082,1617 Beilfuss Street,2759,NSW,8,1428,53
2667,64 Everett Circle,2756,NSW,8,1429,93
470,184 Melrose Pass,2756,NSW,11,1430,41
997,8934 Park Meadow Street,2756,NSW,8,1431,34
2036,14155 Evergreen Way,2756,NSW,8,1432,35
3315,26607 West Hill,2777,NSW,9,1433,65
2312,53649 Mandrake Place,2749,NSW,8,1434,79
1681,223 Trailsway Parkway,2154,NSW,10,1435,21
2938,8999 Elmside Pass,2749,NSW,9,1436,30
1992,53 Steensland Parkway,2773,NSW,10,1437,53
2969,8 Prairie Rose Circle,2745,NSW,9,1438,38
2858,3416 Texas Pass,2747,NSW,7,1439,48
2574,8088 Macpherson Hill,2323,NSW,5,1440,26
1370,6418 Jenna Trail,2640,NSW,4,1441,43
110,70262 Hermina Court,3690,VIC,2,1442,5
3273,89684 Coolidge Hill,2630,NSW,1,1443,4
901,0 International Junction,2260,NSW,8,1444,83
1244,5 Carioca Pass,2594,NSW,3,1445,32
249,6386 Raven Road,2579,NSW,2,1446,54
1783,8 Mendota Plaza,2567,NSW,9,1447,1
736,913 Londonderry Trail,2567,NSW,8,1448,10
173,58516 Tony Plaza,2567,NSW,8,1449,1
2611,583 Jenna Pass,2567,NSW,9,1450,49
2351,77729 Kim Plaza,2560,NSW,7,1451,44
422,1253 Ridge Oak Center,2560,NSW,4,1452,96
1612,975 Melby Street,2564,NSW,8,1453,89
2608,6279 Lien Junction,2560,NSW,6,1454,1
1761,1435 Lukken Trail,2570,NSW,8,1455,36
1957,25 Darwin Terrace,2207,NSW,9,1456,65
792,3 Independence Hill,2560,NSW,9,1457,9
3208,4 Stone Corner Avenue,4503,QLD,6,1458,1
874,14179 Springs Drive,2557,NSW,9,1459,42
163,8 Green Ridge Place,2565,NSW,9,1460,7
3468,55 Red Cloud Pass,2536,NSW,5,1461,72
3101,21 Spohn Drive,2530,NSW,8,1462,33
1957,11606 Myrtle Street,2207,NSW,8,1463,21
1477,45725 Hagan Pass,2519,NSW,9,1464,75
1659,93482 Jenifer Alley,2439,NSW,10,1465,7
1700,4 Gulseth Plaza,2528,NSW,8,1466,69
1894, Canary Parkway,2506,NSW,9,1467,89
257,2 Dayton Center,2487,NSW,9,1468,1
325,25607 Summer Ridge Way,2448,NSW,5,1469,93
1104,828 Schlimgen Circle,2450,NSW,5,1470,55
1647,558 Thompson Junction,2440,NSW,6,1471,0
2715,589 Main Plaza,2290,NSW,4,1472,27
1016,472 Blaine Junction,2440,NSW,3,1473,20
1611,12 Express Pass,2340,NSW,2,1474,41
2629,76 Norway Maple Drive,4509,QLD,6,1475,12
1939,4 Oriole Hill,2340,NSW,7,1476,31
1699,38 North Court,2333,NSW,3,1477,13
2954,7231 Pepper Wood Point,2428,NSW,8,1478,30
1554,941 La Follette Hill,2263,NSW,10,1479,57
2711,2 Barby Trail,2769,NSW,10,1480,25
2461,29133 Canary Circle,2282,NSW,8,1481,31
2999,12 Redwing Street,2325,NSW,4,1482,57
2702,57835 Ruskin Lane,2325,NSW,5,1483,99
1591,7 Mifflin Terrace,2323,NSW,3,1484,36
1461,7509 Prairieview Center,2289,NSW,9,1485,63
85,7 Delaware Hill,2320,NSW,6,1486,69
604,15012 Oneill Plaza,2285,NSW,5,1487,24
695,4861 School Park,2290,NSW,3,1488,1
1601,9 Sycamore Pass,2287,NSW,5,1489,83
251,05 Prentice Circle,2307,NSW,5,1490,53
1081,81 Artisan Park,2259,NSW,5,1491,79
1623,7764 Declaration Hill,2261,NSW,9,1492,0
244,7049 Sutteridge Lane,2251,NSW,8,1493,64
3219,40 Dexter Crossing,2250,NSW,9,1494,67
3330,543 Morrow Terrace,2261,NSW,8,1495,86
2755,36 Marquette Center,2250,NSW,7,1496,93
2346,8 Arizona Way,2233,NSW,9,1497,51
2358,78960 Schiller Lane,2450,NSW,4,1498,53
1942,75 Hoepker Street,2232,NSW,10,1499,45
3371,39677 Emmet Terrace,2211,NSW,10,1500,12
2457,30 Bay Hill,2229,NSW,12,1501,52
1063,6 Canary Plaza,2223,NSW,8,1502,71
2167,4 Maywood Court,2228,NSW,10,1503,34
2382,4489 Corscot Hill,2232,NSW,10,1504,84
337,0941 7th Place,2227,NSW,10,1505,97
3438,9 Bayside Place,2223,NSW,10,1506,77
2985,8802 Fisk Street,2234,NSW,10,1507,3
3290,81 Darwin Court,2210,NSW,10,1508,82
2065,54295 Dorton Hill,2219,NSW,10,1509,79
345,29 Spohn Drive,2212,NSW,10,1510,34
1205,87746 Bellgrove Park,2211,NSW,10,1511,34
461,4517 Colorado Place,2210,NSW,10,1512,48
1326,91433 Hollow Ridge Crossing,2210,NSW,10,1513,7
1171,237 Garrison Way,2207,NSW,8,1514,34
3228,7 Bartillon Circle,2260,NSW,8,1515,38
1140,22 Nelson Terrace,2190,NSW,10,1516,56
339,96 Pepper Wood Drive,2567,NSW,10,1517,49
2550,79055 Moose Terrace,2176,NSW,9,1518,39
1028,520 Mesta Alley,2200,NSW,8,1519,89
453,534 Bartelt Trail,2760,NSW,8,1520,0
2114,3009 Duke Crossing,2200,NSW,8,1521,0
1559,484 Lindbergh Street,2161,NSW,6,1522,36
2933,83 Luster Drive,2848,NSW,1,1523,90
2151,28 Mcguire Junction,2171,NSW,10,1524,31
909,6750 Truax Trail,2145,NSW,8,1525,62
286,84749 Holy Cross Terrace,2767,NSW,8,1526,75
559,486 Clyde Gallagher Road,2170,NSW,9,1527,54
3017,305 Vera Lane,2165,NSW,8,1528,87
1477,2 Moulton Drive,2567,NSW,10,1529,59
1210,213 Alpine Avenue,2168,NSW,9,1530,68
3340,2 Saint Paul Parkway,2040,NSW,12,1531,55
3204,7921 Trailsway Center,2759,NSW,9,1532,28
3319,90323 Pine View Hill,2148,NSW,8,1533,87
3004,27 Hooker Plaza,2177,NSW,8,1534,35
1458,193 Bluejay Hill,2160,NSW,9,1535,35
1290,8 Monument Junction,2154,NSW,11,1536,0
940,22 Portage Road,2155,NSW,9,1537,4
93,243 Mosinee Place,2155,NSW,10,1538,51
109,65 Southridge Alley,2745,NSW,10,1539,2
229,16 Maple Wood Center,2155,NSW,10,1540,67
977,8595 Ruskin Plaza,3196,VIC,10,1541,58
2797,2 Eastwood Street,2153,NSW,10,1542,72
626,68 Delaware Avenue,2768,NSW,10,1543,80
2355,8167 Buhler Avenue,2153,NSW,10,1544,79
578,046 Grim Pass,2148,NSW,7,1545,23
1134,4 Sutteridge Trail,2153,NSW,10,1546,70
935,8 Boyd Road,2075,NSW,12,1547,64
2375,8 Bobwhite Park,2768,NSW,10,1548,75
240,62047 Ludington Terrace,2148,NSW,8,1549,0
1208,277 Maple Circle,2768,NSW,8,1550,8
124,845 Mendota Center,2148,NSW,8,1551,19
1328,13795 Corscot Drive,2147,NSW,9,1552,30
842,8 Twin Pines Place,2768,NSW,9,1553,62
787,7236 Jenifer Point,2763,NSW,10,1554,54
748,2 Darwin Parkway,2118,NSW,9,1555,43
2776,57878 Northfield Crossing,2144,NSW,10,1556,73
1213,61 Donald Crossing,2142,NSW,9,1557,10
787,842 Rutledge Parkway,2145,NSW,9,1558,83
2747,8462 Emmet Trail,4878,QLD,4,1559,53
182,6265 Moland Terrace,2076,NSW,10,1560,28
1545,4 Rowland Way,2126,NSW,10,1561,46
1619,4488 Jenna Alley,2289,NSW,9,1562,94
64,4 Toban Junction,2154,NSW,8,1563,0
3153,5 Manley Avenue,2122,NSW,11,1564,74
1449,9 Eastlawn Court,2155,NSW,10,1565,46
2906,97910 Leroy Junction,2073,NSW,12,1566,23
282,608 Rutledge Drive,2121,NSW,11,1567,100
